internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
80702807,Arthonia cupressina,FUNGI,ASCOMYCOTA,ARTHONIOMYCETES,ARTHONIALES,ARTHONIACEAE,Arthonia,cupressina,,,,,Tuck.,
80702824,Arthopyrenia betulicola,FUNGI,ASCOMYCOTA,DOTHIDEOMYCETES,PLEOSPORALES,ARTHOPYRENIACEAE,Arthopyrenia,betulicola,,,,,"R.C.Harris, E.Tripp &amp; Lendemer",
80702844,Buellia sharpiana,FUNGI,ASCOMYCOTA,LECANOROMYCETES,CALICIALES,CALICIACEAE,Buellia,sharpiana,,,,,Lendemer &amp; R.C.Harris,
80702853,Cladonia appalachiensis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,CLADONIACEAE,Cladonia,appalachiensis,,,,,Yoshim. &amp; Sharp ex Lendemer &amp; R.C.Harris,
80702901,Graphis sterlingiana,FUNGI,ASCOMYCOTA,LECANOROMYCETES,OSTROPALES,GRAPHIDACEAE,Graphis,sterlingiana,,,,,E.A.Tripp &amp; Lendemer,
80702914,Lecanora masana,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,LECANORACEAE,Lecanora,masana,,,,,Lendemer &amp; R.C.Harris,
80702927,Lepraria lanata,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,STEREOCAULACEAE,Lepraria,lanata,,,,,Tønsberg,
80702946,Loxospora assateaguensis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,NOT ASSIGNED,SARRAMEANACEAE,Loxospora,assateaguensis,,,,,Lendemer,
80702970,Mycoporum biseptatum,FUNGI,ASCOMYCOTA,DOTHIDEOMYCETES,NOT ASSIGNED,MYCOPORACEAE,Mycoporum,biseptatum,,,,,R.C.Harris &amp; Lendemer,
80703002,Phaeographis oricola,FUNGI,ASCOMYCOTA,LECANOROMYCETES,OSTROPALES,GRAPHIDACEAE,Phaeographis,oricola,,,,,Lendemer &amp; R.C.Harris,
80703017,Phaeophyscia leana,FUNGI,ASCOMYCOTA,LECANOROMYCETES,TELOSCHISTALES,PHYSCIACEAE,Phaeophyscia,leana,,,,,(Tuck.) Essl.,
80703034,Physconia subpallida,FUNGI,ASCOMYCOTA,LECANOROMYCETES,TELOSCHISTALES,PHYSCIACEAE,Physconia,subpallida,,,,,Essl.,
80703047,Pilophorus fibula,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,CLADONIACEAE,Pilophorus,fibula,,,,,(Tuck.) Tuck.,
80703064,Rinodina brodoana,FUNGI,ASCOMYCOTA,LECANOROMYCETES,TELOSCHISTALES,PHYSCIACEAE,Rinodina,brodoana,,,,,"Sheard, Lendemer &amp; E.Tripp",
80703073,Rinodina chrysomelaena,FUNGI,ASCOMYCOTA,LECANOROMYCETES,TELOSCHISTALES,PHYSCIACEAE,Rinodina,chrysomelaena,,,,,Tuck.,
80703097,Sulcaria badia,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Sulcaria,badia,,,,,Brodo &amp; D.Hawksw.,
80703106,Sulcaria spiralifera,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Sulcaria,spiralifera,,,,,"(Brodo &amp; D.Hawksw.) Myllys, Velmala &amp; Goward",
80703121,Thelomma carolinianum,FUNGI,ASCOMYCOTA,LECANOROMYCETES,TELOSCHISTALES,PHYSCIACEAE,Thelomma,carolinianum,,,,,(Tuck.) Tibell,
80188388,Boletopsis nothofagi,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,THELEPHORALES,BANKERACEAE,Boletopsis,nothofagi,,,,,J.A.Cooper &amp; P.Leonard,The species is described by Cooper and Leonard (2012).
95383179,Amanita morrisii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,morrisii,,,,,Peck,<p><br/></p>
95383221,Amanita ristichii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,ristichii,,,,,Tulloss,"<p><em>Amanita ristichii</em> Tulloss (1989) is one of the small members of the North American group within section <em>Vaginatae</em> that have plentiful two-spored basidia, although, within that group, it is isolated by its unpigmented cap, sometimes pinkish gills, short marginal striations on the cap, and the more robust volva at the stipe base (Tulloss 2009).<br/></p>"
95383225,Amanita westii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,westii,,,,,(Murrill) Murrill,"Described by W. A. Murrill as <em>Venenarius westii </em>then transferred to <em>Amanita</em> in the same paper. <em>Amanita westii</em>, in section Lepidella, is characterized by a medium-sized fruiting body that bruises reddish and has chocolate-coloured gills. It is an easily identified species due to its reddish stains and medium size. It may be confused with <em>Amanita rubescens</em>, however that species has whitish gills (Murill 1945).&#160;Tulloss and Lewis (1994) have published a modern description with detailed  microscopic data."
95383287,Amanita sp. nov. 'zayantensis',FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,sp. nov. 'zayantensis',,,,,Schwarz ined.,"<em>Amanita zayantensis</em> C.F.Schwarz nom. prov. is an unpublished taxon. Taxonomic work is required to show this is a distinct species in the <em>Amanita baccata</em> group.<br/><br/>Although currently  unpublished (representative specimen UCSC-F-0079), this taxon has  been known to local mycologists for at least 40 years, but went under  the application of the European name <em>A. baccata</em>. In combination with the specific habitat, the elongate, low Q value spores (unusual for  an Amanita, see Tulloss), this taxon is distinctive and  recognizable, among the few <em>Lepidella</em> in California.<br/><br/>However, research and publication will require resolution of the use of the name <em>A.  baccata</em> in North America. That name has been used indiscriminately to  refer to any <em>Lepidella</em> growing in sand. This research will require  inspection of various other collections, including a number of 1935   collections made by Burlingham in Pacific Grove (under Monterey Pine in  sandy soil, all made within the span of a few weeks), as well as a  number of Idaho and Michigan collections."
95383421,Boletus peckii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Boletus,peckii,,,,,Frost,"This species was placed into the genus <em>Butyriboletus</em>, based on a genetic sequence from Ron Petersen's 1963 collection from Tennessee, (Zhao <em>et al</em>. 2015). It is likely that this specimen was misidentified. Vizzini had placed it in the genus <em>Caloboletus </em>in 2014 because of its reported bitter taste (Index Fungorum No. 146), Igor Safonov wrote up and sequenced a collection from New Jersey, likely pertaining to <em>B. peckii</em>, which showed affinity to <em>Caloboletus</em>.&#160; Further examination of the Type collection is needed."
95383424,Boletus aurantiosplendens,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Boletus,aurantiosplendens,,,,,T.J.Baroni,"<em>Boletus aurantiosplendens</em> was described in 1998  from Macon County, North Carolina; it has since been found from seven locations  within 600 km to the south and west of this site. It is easily distinguished by the bright golden yellow color of the  entire fruitbody, lack of staining reaction, and medium to large size. <br/><br/>Most similar is <em>Boletus auriflammeus</em>, a smaller species with a bright  yellow to golden yellow cap and stipe, and typically paler pores.  Besides the smaller size, it can be distinguished from <em>B.  aurantiosplendens</em> by the whitish flesh, very finely powdery cap and  stipe when young, and matted fibrillose cap in age.  <em>Boletus auriflammeus</em> is a widespread,  but uncommon species in hardwood forest across the southeast and mid  Atlantic. <br/><br/><em>Buchwaldoboletus</em> species have plush, often velvety cap, blue staining pores and often grow on, or near decaying pine stumps. <em>Tylopilus balloui</em> has an orange cap, buff to pinkish buff pores and stipe that darken with age and whitish flesh."
95384402,Callistosporium vinosobrunneum,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,TRICHOLOMATACEAE,Callistosporium,vinosobrunneum,,,,,Desjardin &amp; Hemmes,"<em>Callistosporium vinosobrunneum</em> is a distinctive, but small completely dark red-brown mushroom with white spores; it was described in 2011, though it had been detected much earlier (Desjardin and Hemmes 2011). It can be distinguished from the only other <em>Callistosporium</em> species occurring in the same habitats in Hawaii by the consistently dark red-brown fruitbodies."
95384485,Haploporus odorus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,POLYPORACEAE,Haploporus,odorus,,,,,(Sommerf.) Bondartsev &amp; Singer,"<span class=""species-name-heading"" abp=""56""><em>Haploporus odorus </em>has relatively large (up to 15 cm broad) grey to white polypore fruiting bodies on the trunks of living <em>Salix</em>.&#160; It causes a white rot of the wood.&#160;Fruiting bodies have a strong vanilla-anise odor that can be detected from distances up to 10 m away. They remain strongly fragrant years after drying. In the field, the somewhat similar <em>Trametes suaveolen</em>s can be distinguished by having only a fleeting anise odor that disappears after drying. Micromorphologically, <em>H. odorus</em> is distinctive  because of its asperulate (tiny warts) dextrinoid (staining <span class=""species-name-heading"" abp=""56""><span class=""st"">reddish-brown in <span class=""species-name-heading"" abp=""56""><span class=""st"">Melzer's reagent<span class=""species-name-heading"" abp=""56""><span class=""st""><span class=""st"">) basidiospores.</span></span></span></span>"
95384499,Hydnellum cyanopodium,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,THELEPHORALES,BANKERACEAE,Hydnellum,cyanopodium,,,,,K.A.Harrison,"<p>Harrison (1964) described <em>Hydnellum cyanopodium</em> from a  A.H. Smith collection  made in 1937 from Crescent City, California. All suitable habitat from  this area has been since lost; due to logging, farmland development and  urban sprawl.<br/><br/><em>Hydnellum cyanopodium</em> is easily recognized by it’s bluish to bluish purple color of the  sporocarps, bluish interior flesh, reddish droplets on the margin  when young, and presumed mycorrhizal association Sitka Spruce (<em>Picea sitchensis</em>).<br/><br/><em>Hydnellum cyanopodium</em> could be mistaken for <em>Hydnellum caeruleum</em>, <em>H, regium</em>, or <em>H. peckii</em>. <em>Hydnellum caeruleum</em> differs by having sky blue to brown velvety cap,  whitish, blue to brown spines, and most distinctly by the orange flesh  in the stem and zoned, bluish and orange flesh in the cap. <em>Hydnellum regium</em> has a darker, bluish black to black cap, darker  spines, more fleshy texture to the sporocarp, and has pale to orangish  flesh in the stem, transitioning to gray or black cap flesh. It is more  common in more northern portions of the Sitka Spruce range, and with  Engelmann Spruce (<em>Picea engelmannii</em>) in the Cascade and Rocky Mountain  ranges.<em> Hydnellum cyanopodium</em> superficially resembles <em>Hydnellum peckii</em> when young, and covered  with red droplets; the brown colors and strongly acrid taste easily  distinguishes&#160;<em>H. peckii</em>.</p>"
95384502,Hygrocybe noelokelani,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Hygrocybe,noelokelani,,,,,Desjardin &amp; Hemmes,"<em><span class=""species-name"">Hygrocybe noelokelani</em> has fruitbodies that are covered in slime, and have a pink cap, a white stem and white gills. It differs from closely related species known to occur in New Zealand in the pink colours of the pileus (Dennis and Hemmes 1997). The name ‘noelokelani’ means ‘the pink rose in the mist or rain forest’.<br/><br/>This species probably belongs in the genus <em>Gliophorus</em>, but there are no molecular data to support that, and a formal transfer to that genus has not been made."
95384525,Lactarius cordovaensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Lactarius,cordovaensis,,,,,Hesler &amp; A.H.Sm.,"Collected by V. Wells &amp; P. Kempton in the 1964 and 1967 from the same site, and described in Lactarius of North America, by Hesler &amp; Smith, 1979. The large size, smooth, slightly viscid buff to gray cap that is occasionally subzonate, cream to buff coloured gills, a scrobiculate (spotted or pockmarked) stipe, and thick creamy white latex that stains tissue violet. The violet staining is one of the more distinctive features. Other violet staining <em>Lactarius</em> in the area include <em>L. uvidus</em>."
95384528,Lepiota luteophylla,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AGARICACEAE,Lepiota,luteophylla,,,,,Sundb.,"<p>Readily distinguished from other <em>Lepiota</em> by its yellow lamellae in combination with its distinctive hymenidermal pileipellis giving rise to loose elements (Vellinga 2010, Siegel and Schwarz 2016).<br/><br/>Accommodation in <em>Cystolepiota</em> is not supported as per Vellinga (2003): “<em>Lepiota scaberula, L. cystophoroides</em>, and <em>L. luteophylla</em> do not have a simple hymenidermal pileus covering, but one giving rise to loose cells. On account of this architecture of the pileus covering, <em>L. luteophylla</em> was accommodated in <em>Cystolepiota</em> (Knudsen 1978). That position does not seem acceptable, in light of the present data. As in many other species of this clade, the spores are not dextrinoid.”<br/><br/>No color images exist of <em>Lepiota luteophylla</em>, and it is represented by very few (if any) collections in the decades since its description.</p>"
95384531,Lepiota rhodophylla,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AGARICACEAE,Lepiota,rhodophylla,,,,,Vellinga,This species is readily recognizable (as long as the genus is correctly ascertained) by the pink lamellae and stout stature of the fruitbodies (Siegel and Schwarz 2016).
95384539,Limacella solidipes,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Limacella,solidipes,,,,,(Peck) H.V.Sm.,"Even though they are identified as<em> Limacella solidipes</em>, some specimens  reported from western North America (California, Oregon, Washington,  Alaska) are probably of a different species (Tulloss pers.  comm.). These specimens are ignored from this assessment."
95384557,Pouzarella alissae,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,ENTOLOMATACEAE,Pouzarella,alissae,,,,,Largent &amp; Bergemann,A recently discovered (2013) and described species (2016).
95385798,Neoalbatrellus subcaeruleoporus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,NOT ASSIGNED,Neoalbatrellus,subcaeruleoporus,,,,,Audet &amp; B.S. Luther,<em>Neoalbatrellus subcaeruleoporus</em> was not until 2016 distinguished from the eastern species <em>N. caeruleoporus</em> (Audet and Luther 2016). Existing records in databases such as Mycoportal.org are easily assigned to either species based on their distinct distributions. The eastern species has been more often recorded than the western species.
95836378,Acantholichen galapagoensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CORTICIALES,CORTICIACEAE,Acantholichen,galapagoensis,,,,,"Dal-Forno, Bungartz &amp; Lücking","F. Bungartz: previously reported as A. pannarioides, but all Galapagos specimens belong to A. galapagoensis"
75093504,Agaricus pattersoniae,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AGARICACEAE,Agaricus,pattersoniae,,,,,Peck,Originally described as <em>Agaricus pattersonae</em>.
76195622,Bridgeoporus nobilissimus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,NOT ASSIGNED,NOT ASSIGNED,Bridgeoporus,nobilissimus,,,,,"(W.B.Cooke) T.J.Volk, Burds. &amp; Ammirati",See Burdsall <em>et al</em>. (1996) and Redberg <em>et al</em>. (2003) for taxonomic position.
75115087,Hygrocybe flavifolia,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Hygrocybe,flavifolia,,,,,(A.H.Sm. &amp; Hesler) Singer,
76195538,Lepiota viridigleba,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AGARICACEAE,Lepiota,viridigleba,,,,,"(Castellano) Z.W.Ge, Castellano &amp; M.E.Sm.","The current name for this species is <em>Lepiota viridigleba</em>&#160;(Castellano) Z.W.Ge, Castellano &amp; M.E.Sm.<strong>&#160;</strong>(Ge and Smith 2013)."
76256454,Leptonia carnea,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,ENTOLOMATACEAE,Leptonia,carnea,,,,,Largent,
97459969,Ramalina fragilis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,RAMALINACEAE,Ramalina,fragilis,,,,,Aptroot &amp; Bungartz,
109418858,Caloplaca rinodinae-albae,FUNGI,ASCOMYCOTA,LECANOROMYCETES,TELOSCHISTALES,TELOSCHISTACEAE,Caloplaca,rinodinae-albae,,,,,Poelt &amp; Nimis,
80703140,Umbilicaria phaea,FUNGI,ASCOMYCOTA,LECANOROMYCETES,UMBILICARIALES,UMBILICARIACEAE,Umbilicaria,phaea,,,,,Tuck.,
109425875,Everniastrum nepalense,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Everniastrum,nepalense,,,,,(Taylor) Hale ex Sipman,
109425987,Phaeophyscia hispidula,FUNGI,ASCOMYCOTA,LECANOROMYCETES,TELOSCHISTALES,PHYSCIACEAE,Phaeophyscia,hispidula,,,,,(Ach.) Essl.,
74847931,Tripospora venezuelensis,FUNGI,ASCOMYCOTA,EUROTIOMYCETES,CORYNELIALES,CORYNELIACEAE,Tripospora,venezuelensis,,,,,E.Müll.,
113197460,Trichoglossum walteri,FUNGI,ASCOMYCOTA,GEOGLOSSOMYCETES,GEOGLOSSALES,GEOGLOSSACEAE,Trichoglossum,walteri,,,,,(Berk.) E.J.Durand,"This assessment is for <em>Trichoglossum walteri</em> sensu European and North American authors. The type is from Australia, however it is considered here that occurrences in Australasia and South America are different species compared to that found in Europe and North America. Therefore it could be that this European and North American taxa will need a different name.<br/><br/>The status of GBIF occurrences in North America compared to Europe is uncertain but for the time being we here assume that they are conspecific."
125433300,Ramaria verlotensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,GOMPHALES,GOMPHACEAE,Ramaria,verlotensis,,,,,Marr &amp; D.E.Stuntz,"Described by Marr and Stuntz in 1973, based on a collection made in 1969 from the North Cascades in Washington, USA."
125433318,Ramaria purpurissima,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,GOMPHALES,GOMPHACEAE,Ramaria,purpurissima,,,,,R.H.Petersen &amp; Scates,"Described in 1987, based on a collection made in Idaho. <em>Ramaria purpurissima</em> var. <em>gigantea</em> (K.S. Thind &amp; Anand) R.H. Petersen pertains to a species from India and southeast Asia; it is undoubtedly genetically distinct from the western North American species."
125433334,Stereopsis humphreyi,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,STERIOPSIDACEAE,Stereopsis,humphreyi,,,,,(Burt) Redhead &amp; D.A.Reid,"<em>Stereopsis humphreyi</em> is a member of the Agaricales, whereas the type species of the genus is unrelated, and placed (with other species in <em>Stereopsis</em>) in its own order, Stereopsidales (Sjøkvist <em>et al</em>. 2012; 2014), close to the Phallomycetidae. This implies that <em>Stereopsis humphreyi</em> has to be moved into its own genus.<br/><br/><em>Stereopsis humphreyi</em> takes an isolated position within the Agaricales, and is surrounded by gilled mushrooms (Moncalvo <em>et al</em>. 2002). It does not have close relatives that share the simple, non-gilled hymenophore. The records of <em>Stereopsis humphreyi</em> from interior China are not considered to belong to the same species as the western American species."
